"id","headline","is_approximate_address","address","city","state","latitude","longitude","formatted_address","inc_date","inc_time","inc_type","is_homicide","victim_count","killed_count","is_victims_unknown","summary","suspect_count","is_suspects_unknown","inc_slug"
"697","Boy shot flags down school bus","1","W. 27th and N. Van Buren streets","Wilmington","DE","39.761254","-75.539784","W. 27th and N. Van Buren streets, Wilmington, DE 19802","2016-11-28","06:50:00","SH","0","1","0","0","A 15-year-old boy flagged down a passing school bus after he was shot in the arm and stomach, police said.

Officers, who were called about 6:50 a.m. to the area of W. 27th and N. Van Buren streets for a report of shots fired, found the victim at the scene with apparent gunshot wounds to his left arm and stomach. 

The victim was identified as a ninth-grader at John Dickinson High School on Milltown Road in Milltown, according to Red Clay Consolidated School District spokeswoman Pati Nash.
","0","1","boy-shot-flags-down-school-bus"
"698","Well-known rapper killed","1","2200 block of N. Jefferson St.,","Wilmington","DE","39.756220","-75.542496","2200 block of N. Jefferson St., Wilmington, DE 19802","2016-11-28","20:40:00","SH","1","1","1","0","A Wilmington rapper best known for his anthem, ""Out Delaware,"" was killed in a shooting Monday night.

Robert Teat, 31, was shot in the area of 22nd and Jefferson streets about 8:40 p.m. Monday, according to city police.

He was found in the 2200 block of N. Jefferson St. with gunshot wounds to the head, arm and leg areas. New Castle County paramedics treated him for his injuries before he was taken to Christiana Hospital, where he died Tuesday.","0","1","well-known-rapper-killed"
"699","Man shot in abdominal and buttocks area","1","2900 block of Baynard Blvd., ","Wilmington","DE","39.764487","-75.539972","2900 block of Baynard Blvd., Wilmington, DE 19802","2016-12-01","22:10:00","SH","0","1","0","0","A 36-year-old man was seriously injured after he was shot Thursday night.

Wilmington officers were called to the 2900 block of Baynard Blvd. for a report of shots fired that occurred about 10:10 p.m., police said. Arriving officers found a man suffering from gunshot wounds to the abdominal and buttocks area. 

The victim was treated on scene and taken to Christiana Hospital in serious but stable condition, police said.","0","1","man-shot-abdominal-and-buttocks-area"
"700","Teen shot multiple times while on corner ","1","22nd and Pine streets, ","Wilmington","DE","39.750193","-75.536046","22nd and Pine streets, Wilmington, DE 19802","2016-12-05","10:00:00","SH","0","1","0","0","A 19-year-old man was reported to be stable after being shot at the corner of 22nd and Pine streets, according to police.

Wilmington police officers were called to the intersection about 5 p.m. Monday. As the officers were en route, they received information that the teen was in a residence in the 300 block of E. 24th St., police said.

The victim was found with gunshot wounds to his right arm, leg and hip. He was treated on scene by New Castle County paramedics and taken to Christiana Hospital.","0","1","teen-shot-multiple-times-while-corner"
"701","Man shot in shoulder arrives at hospital","1","W.Fifth and N. Scott streets, ","Wilmington","DE","39.749035","-75.570131","W.Fifth and N. Scott streets, Wilmington, DE 19805","2016-12-08","22:00:00","SH","0","1","0","0","A 24-year-old man arrived at St. Francis Hospital Thursday with a gunshot wound to the shoulder, police said. 

Officers were called to the Hospital about 10 p.m. in reference to a shooting investigation. Arriving officer's found the victim suffering from an apparent gunshot wound to his right shoulder area. The man arrived at the hospital via personal vehicle. 

The preliminary investigation indicates the shooting occurred in the area of W.Fifth and N. Scott streets.

","0","1","man-shot-shoulder-arrives-hospital"
"702","Man, 19, shot in leg","1","300 block of E. Ninth St.","Wilmington","DE","39.743228","-75.545383","300 block of E. Ninth St., Wilmington, DE 19801","2016-12-27","19:40:00","SH","0","1","0","0","
A 19-year-old man was was shot in the leg Tuesday night, according to police.

Officers were sent to the intersection of Taylor and Kirkwood streets for a report of a shots fire at about 7:40 p.m. Responding officers found a wounded man in the 300 block of E. Ninth St. suffering from a single gunshot wound to his right inner thigh.

The victim was taken to Christiana Hospital for treatment.","0","1","man-19-shot-leg"
"703","Woman, 33, shot in arm","1","Read and S. Jackson streets ","Wilmington","DE","39.741486","-75.562690","Read and S. Jackson streets, Wilmington, DE 19805","2016-12-28","13:40:00","SH","0","1","0","0","A 33-year-old woman was shot in the arm after gunfire broke out along South Jackson Street, according to police.

Officers were called about 1:40 p.m. to the area of Read and S. Jackson streets for the report of a woman grazed by a bullet, according to preliminary police scanner reports. When police arrived to the 100 block of S. Jackson St., they were directed to the 200 block of N. Harrison St. where the woman was found.

New Castle County paramedics treated her on scene before transporting her to Wilmington hospital where she was reported to be stable, police said.","0","1","woman-33-shot-arm"
"704","40-year-old man grazed by bullet","1","Seventh and N. Jackson streets,","Wilmington","DE","39.746508","-75.559250","Seventh and N. Jackson streets, Wilmington, DE 19805","2017-01-03","20:35:00","SH","0","1","0","0","A 40-year-old man was grazed by a bullet Tuesday night in West Center City, marking Wilmington's first shooting of 2017.

Officers heard what they believed to be possible gunfire about 8:35 p.m. in the area of West Center City. While officers were trying to locate a shooting scene, they received a Shot Spotter alert for the area of Seventh and N. Jackson streets, police said. 

No victims were located in the area, but minutes later officers were notified of a man arriving by private vehicle at Wilmington Hospital with a graze wound to the head, police said. He was described in good condition Wednesday. ","0","1","40-year-old-man-grazed-bullet"
"705","Philly man found dead inside car","1","200 block of Porter St.","Wilmington","DE","39.741159","-75.563605","200 block of Porter St., Wilmington, DE 19805","2017-01-08","08:45:00","SH","1","1","1","0","A man who was found dead Sunday morning in a vehicle along Wilmington's Porter Street was the victim of a shooting, according to city police.

Officers were called about 8:45 a.m. Sunday to the 200 block of Porter St. for a complaint of an unresponsive man in his vehicle, police said. 

When police arrived, they found Dariberto Velazquez Mendez, 32, of Philadelphia, with a gunshot wound to the head and ""obvious signs of trauma to his upper torso,"" police said.","0","1","philly-man-found-dead-inside-car"
"706","Store clerk, 64, shot dead ","1","Lancaster Avenue and N. Clayton Street","Wilmington","DE","39.744879","-75.569801","Lancaster Avenue and N. Clayton Street, Wilmington, DE 19805","2017-01-09","13:00:00","SH","1","1","1","0","Police have identified 64-year-old Santanu Muhuri as the man killed inside a city corner store.

Muhuri, a clerk at Lancaster Market, was found shot in the head just after 1 p.m. Monday inside the store located at 101 N. Clayton St. Officers responded to a possible shooting in the area of Lancaster Avenue and North Clayton Street and were met by an ambulance crew who had been flagged down in reference to a man wounded inside the store. 

The man was treated at the scene by New Castle County paramedics for a gunshot wound to the head, then taken to Christiana Hospital where he later died, police said.

Police have charged Devonte Dorsett, 22, and Jakevis Ellington,14, both of Wilmington, with Muhuri's murder.","2","0","man-64-shot-dead"
"707","Man, 34, shot dead near Lawyer's Row","1","100 block of E. 14th St.","Wilmington","DE","39.748420","-75.544247","100 block of E. 14th St., Wilmington, DE 19801","2017-01-11","00:05:00","SH","1","1","1","0","A 34-year-old man who was found shot early Wednesday in Wilmington's Lawyer's Row district has died.

Just after midnight Wilmington officers responded to the 100 block of E. 14th St. in reference to shots being fired. Arriving officers found a man in a residence suffering from apparent gunshot wounds to his upper torso, police said. 

The man was treated by New Castle County paramedics before being taken to Christiana Hospital where he was pronounced dead. Police have identified him as Jermaine Francois.","0","1","man-34-shot-dead-near-lawyers-row"
"708","Three men shot near Hedgeville area","1","300 block of S. Jackson St.,","Wilmington","DE","39.740165","-75.563318","300 block of S. Jackson St., Wilmington, DE 19805","2017-01-11","17:40:00","SH","0","3","0","0","Three men were found shot in the area of S. Jackson and S. Van Buren streets Wednesday, police said.

The preliminary investigation suggests that three victims were in the 300 block of S. Jackson St. when gunfire erupted about 5:40 p.m. 

Police were directed to a home in the 300 block of S. Jackson St. where they found a 19-year-old man suffering from a gunshot wound to his buttocks area and a 36-year-old man with a gunshot wound to his left thigh area.

While at the scene, officers were notified of a third shooting victim in the 400 block of S. Van Buren St. Police responded to the block and found a 24-year-old man with a gunshot wound to his abdominal area.

Police said the three men fled to different locations after being struck in the 300 block of S. Jackson St. All three victims were treated on scene by New Castle County Paramedics and taken to Christiana Hospital in stable condition.","0","1","three-men-shot-near-hedgeville-area"
"709","Man, 66, shot dead near Price's Run neighborhood","1","2200 block of Lamotte St.","Wilmington","DE","39.751399","-75.537812","2200 block of Lamotte St., Wilmington, DE 19802","2017-01-14","12:45:00","SH","1","1","1","0","A 66-year-old man was fatally shot near Wilmington's Price's Run neighborhood

Wilmington officers were called to the area of Gordon and Lamotte streets about 12:45 p.m. Saturday in reference to a motor vehicle accident after a pickup truck struck several parked vehicles, police said. 

Officers arriving to the 2200 block of Lamotte St. found the driver of a Dodge Ram pickup truck suffering from apparent gunshot wounds to his lower extremities, police said. The man was treated on scene by New Castle County paramedics and taken to Christiana Hospital where he later died.

The victim has been identified as Charles Mays of Wilmington. ","0","1","man-66-shot-dead-near-prices-run-neighborhood"
"710","Man, 38, shot in the 'facial area' ","1","1400 block of Northeast Blvd.","Wilmington","DE","39.744561","-75.533833","1400 block of Northeast Blvd., Wilmington, DE 19802","2017-01-15","05:30:00","SH","0","1","0","0","A 38-year-old man was shot in the ""facial area"" early Sunday, according to police.

Officers responded responded to call of shots fired in the area of 14th Street and Northeast Boulevard about 5:30 a.m. Officers found a vehicle that had been shot in the 1400 block of Northeast Blvd., but no victim. 

While at the shooting scene, officers learned a man had arrived at Wilmington Hospital with apparent gunshot wounds to his facial area, police said. He was reported to be stable. ","0","1","man-38-shot-facial-area"
"711","Man, 23, critically injured in shooting","1","2100 block of N. Church St.,","Wilmington","DE","39.748505","-75.534622","2100 block of N. Church St., Wilmington, DE 19802","2017-01-15","15:30:00","SH","0","1","0","0","A 23-year-old ma was critically injured in a shooting Sunday. 

City police officers responded to the 2100 block of N. Church St. and found a man suffering from a gunshot wound to his chest about 3:30 p.m., police said.

The victim was treated on scene by New Castle County paramedics and taken to Christiana Hospital in critical condition.","0","1","man-23-critically-injured-shooting"
"712","Man, 18, shot in abdominal area","1","E. 22nd and N. Spruce streets","Wilmington","DE","39.749713","-75.534682","E. 22nd and N. Spruce streets, Wilmington, DE 19802","2017-01-16","14:25:00","SH","0","1","0","0","An 18-year-old man arrived at Wilmington Hospital Monday with a a gunshot wound to his abdominal area.

Officers learned the shooting took place in the area of E. 22nd and Spruce streets. Assisting officers responded to that location and found a shooting scene. 

The victim is described as in stable condition. ","0","1","man-18-shot-abdominal-area"
"713","Man shot dead in downtown ","1","Unit block of E. Seventh St.,","Wilmington","DE","39.742402","-75.549661","Unit block of E. Seventh St., Wilmington, DE 19801","2017-01-17","00:20:00","SH","1","1","1","0","A 21-year-old man was shot and killed on East Seventh Street early Tuesday. 

Officers were alerted to gunfire about 12:20 a.m. via a Shot Spotter alert in the unit block of E. Seventh St., police said. Arriving officers found a man on the ground with gunshot wounds to his upper torso, police said.

He was treated at the scene by New Castle County paramedics and taken to Christiana Hospital, where he was pronounced dead. 

Police have arrested 27-year-old Deneisha Wright in connection with the killing. ","1","0","man-shot-dead-downtown"
"714","Wounded man arrives at fire station","1","S. Heald and A streets, ","Wilmington","DE","39.730309","-75.542855","S. Heald and A streets, Wilmington, DE 19801","2017-01-17","21:45:00","SH","0","1","0","0","Officers were alerted by the city's ShotSpotter technology of gunfire in the area of S. Heald and A streets about 9:45 p.m.

While en route, officers were informed that a 21-year-old victim was at Wilmington Fire Station 2 located in the 400 block of New Castle Ave., police said.

The victim was taken to an area hospital for a gunshot wound to his lower left leg. ","0","1","wounded-man-arrives-fire-station"
"715","Man critically wounded in Hilltop shooting","1","200 block of N. Rodney St.,","Wilmington","DE","39.745294","-75.567601","200 block of N. Rodney St., Wilmington, DE 19805","2017-01-18","00:55:00","SH","0","1","0","0","A 33-year-old was critically wounded after being shot in the city's Hilltop neighborhood. 

The shooting occurred about 12:55 a.m. in the 200 block of N. Rodney St., police said. There, officers found a man who'd been shot in his torso and lower leg areas.

He was rushed to Christiana Hospital where he was listed in critical but stable condition, police said.","0","1","man-critically-wounded-hilltop-shooting"
"716","Two shot, one fatally","1","200 block of S. Harrison St.,","Wilmington","DE","39.741487","-75.565176","200 block of S. Harrison St., Wilmington, DE 19805","2017-01-20","15:20:00","SH","1","2","1","0","Officers were in Wilmington's Hedgeville neighborhood area investigating a double shooting Friday. One of shooting victim, 21-year-old Kaden Young, has died from his injuries, police said. 

About 3:20 p.m. Friday, city officers responded to the 200 block of S. Harrison St. in reference to a ShotSpotter alert. As units were arriving, officers were redirected to the 1200 block of Elm St. where Young was found suffering from an apparent gunshot wound to the head. Young was declared dead after being hospitalized. 

While at the shooting scene, officers were notified of a second shooting victim. A 20-year-old man was found at W. Second and N. Jackson streets, suffering from a gunshot wounds to his torso area. The victim was taken to St. Francis Hospital in stable condition.","0","1","two-shot-one-fatally"
"717","Man found shot dead in alley ","1","2300 block of N. Pine St., ","Wilmington","DE","39.745194","-75.540129","2300 block of N. Pine St., Wilmington, DE 19801","2017-01-22","08:30:00","SH","1","1","1","0","A 33-year-old Wilmington man who was found dead in a alleyway along North Pine Street died as a result of a gunshot wound to his upper right leg, according to city police.

The determination was made by the state Division of Forensic Science, but the manner of his death has not yet been released by the state. At this point, police have classified this as a death investigation.

The man was found about 8:30 a.m. Sunday in the 2300 block of N. Pine St. after police were called for a report of a man down. When they arrived, police found the man with injuries to his leg. He was taken to Christiana Hospital, where he was pronounced dead.","0","1","man-found-shot-dead-alley"
"718","Police fatally shoot armed man near Trolley Square","1","1700 block of W. 13th St., ","Wilmington","DE","39.755578","-75.564706","1700 block of W. 13th St., Wilmington, DE 19806","2017-01-23","18:00:00","SH","1","1","1","0","Police were called to the 1700 block of W. 13th St. shortly after 6 p.m. Monday by a report of a ""distraught"" and potentially armed man, according to police.

Arriving officers encountered the man, who was armed with a handgun, and fatally shot him, police said. No other details were available. 

He was later identified as 60-year-old Bruce Altenburger.","0","0","police-fatally-shoot-armed-man-near-trolley-square"
"719","Two shot inside Market Street home","1","200 block of N. Market St.,","Wilmington","DE","39.738888","-75.552006","200 block of N. Market St., Wilmington, DE 19801","2017-01-24","19:00:00","SH","0","2","0","0","Two people were shot Tuesday night inside a home along North Market Street.

Officers were called about 7 p.m. to the 200 block of N. Market St. for the report of a ""possible accidental shooting investigation,"" police said. 

Those arriving on scene found a 21-year-old woman with a gunshot wound to her abdominal area and a 27-year-old man with a gunshot wound to his left hand, police said.","0","0","two-shot-inside-market-street-home"
"720","Man, 20, is shot in the buttocks area","1","Ninth and N. Pine streets, Wilmington, DE 19801","Wilmington","DE","39.742142","-75.542216","Ninth and N. Pine streets, Wilmington, DE 19801","2017-01-27","21:45:00","SH","0","1","0","0","A 20-year-old man arrived at Wilmington Hospital with a gunshot wound to his buttocks area.

The preliminary investigation indicated that this shooting may have occurred in the area of Ninth and N. Pine Street about 9:45 p.m., police said. Assisting officers found a shooting scene there and the investigation is ongoing.

The man was reported to be stable. ","0","0","man-20-shot-buttocks-area"
"721","Man, 70, shot in apparent robbery","1","13th and French streets,","Wilmington","DE","39.747448","-75.544232","13th and French streets, Wilmington, DE 19801","2017-01-29","05:40:00","SH","0","1","0","0","A 70-year-old man was shot during an apparent armed robbery.

Officers were called to the 300 block of E. Fifth St. for a report of a shooting investigation and found a man with a gunshot wound to his left leg about 5:40 a.m. 

Investigators determined the man was approached by a black boy, described as 13 or 14 years old, in the area of 13th and French streets, police said. The boy demanded the man's property at gunpoint and the two struggled before the boy shot the man. The boy then fled in an unknown direction and the man walked to the 300 block of E. 5th Street before calling police.

The man was described to be stable. ","0","1","man-70-shot-apparent-robbery"
"722","Man, 47, found shot in leg Sunday","1","2900 block of N. Claymont St., ","Wilmington","DE","39.751022","-75.524851","2900 block of N. Claymont St., Wilmington, DE 19802","2017-01-29","13:15:00","SH","0","1","0","0","A 47-year-old man was shot Sunday afternoon. 

Officers were called to the 2900 block of N. Claymont St. about 1:15 p.m. in reference to a shooting investigation, police said. Arriving officers found a man suffering from an apparent gunshot wound to his left leg.

He was treated on scene by New Castle County paramedics before being taken to Christiana Hospital in  stable condition, police said.","0","1","man-47-found-shot-leg-sunday"
"723","Man, 18, grazed by gunfire","1","800 block of S. Harrison St., ","Wilmington","DE","39.737532","-75.568162","800 block of S. Harrison St., Wilmington, DE 19805","2017-01-30","19:55:00","SH","0","1","0","0","Officers responded to the area of the 800 block of S. Harrison St. in reference to a Shot Spotter notification of gunfire. 

As officers were responding to the area, they were notified of an 18-year-old man located in the 1200 block of Oak St. The victim was found to be suffering from gunshot graze wounds to his lower legs and back areas. 

The man was treated on scene by New Castle County Paramedics before being taken to Christiana Hospital where he was listed as stable. ","0","1","man-18-grazed-gunfire-wilmington"
"724","Man, 28, shot multiple times ","1","West Fifth and Willing streets","Wilmington","DE","39.742572","-75.554323","West Fifth and Willing streets, Wilmington, DE 19801","2017-01-31","20:15:00","SH","0","1","0","0","A 28-year-old man is recovering after being shot multiple times Monday night. 

The city's Shot Spotter technology notified officials about a shooting in the area of West Fifth and Willing streets at about 8:15 p.m., police said.

The victim was found a few block away in the area of Third and Washington streets. He had been shot in stomach, left leg and foot.  He was taken to Christiana Hospital, where he was reported to be stable, police said.","0","1","man-shot-multiple-times-wilmington"
"725","16-year-old boy shot in leg","1","S. Van Buren and Beech streets,","Wilmington","DE","39.738187","-75.566308","S. Van Buren and Beech streets, Wilmington, DE 19805","2017-02-03","19:10:00","SH","0","1","0","0","Officers responded to the area of S. Van Buren and Beech streets in reference to gunfire Friday night found a shooting scene, but no victim. 

Minutes later, officers were notified of a 16-year-old boy suffering from a gunshot wound to his left leg in the 300 Block of N. Connell St. The boy was taken to St. Francis Hospital in good condition, police said. 

The preliminary investigation indicates that the 16 year old male victim was shot while inside of a vehicle at S. Van Buren and Beech Street. ","0","1","16-year-old-boy-shot-leg"
"726","Man, 29, shot in ankle ","1","2400 block of N. Monroe St.,","Wilmington","DE","39.758834","-75.541542","2400 block of N. Monroe St., Wilmington, DE 19802","2017-02-08","22:55:00","SH","0","1","0","0","A 29-year-old man was shot in the right ankle Wednesday night, according to city police.

The shooting was reported just before 11 p.m. in the 2400 block of N. Monroe St., police said. 

Officers found the man with a gunshot wound and New Castle County paramedics offered him treatment at the scene, police said. He was then taken to Christiana Hospital and described as stable.","0","1","man-29-shot-ankle"
"727","Man, 37, shot in apparent robbery","1","Conrad and North DuPont streets,","Wilmington","DE","39.746691","-75.570190","Conrad and North DuPont streets, Wilmington, DE 19805","2017-02-08","22:40:00","SH","0","1","0","0","A 37-year-old man was shot multiple times in an apparent robbery Wednesday night, police said.

Officers were called about 10:40 p.m. to the area of Conrad and North DuPont streets after Shot Spotter technology notified them of gunfire, police said. Officers found a shooting scene in the 1700 block of Conrad Street but did not find a shooting victim. Minutes later, a man arrived at St. Francis Hospital with gunshot wounds to his lower extremities, police said. On his condition was not released by police.

Through the preliminary investigation, officers determined that two black men, one armed with a handgun, approached the man and demanded his property, police said. The armed man then shot him before fleeing from the scene on foot.","0","1","man-37-shot-apparent-robbery"
"728","18-year-old injured in shooting","1","1000 block of W. Third Street","Wilmington","DE","39.743552","-75.561431","1000 W Third St, Wilmington, DE 19805","2017-02-09","18:20:00","SH","0","1","0","0","An 18-year-old man was injured in a shooting Thursday night, said police.

Police and paramedics were called out to the 1000 block of W. Third St. at about 6:20 p.m.  There, they found the victim who had been shot in left calf, an official said.

He was taken to St. Francis Hospital where he is listed in stable condition, an official said.","0","1","18-year-old-injured-wilmington-shooting"
"729","Man, 30, shot in face","1","1100 block of B St.,","Wilmington","DE","39.729437","-75.544749","1100 block of B St., Wilmington, DE 19801","2017-02-11","16:00:00","SH","0","1","0","0","A 30-year-old man was shot in the face Saturday.

City officers were called to Wilmington Hospital after a shooting victim arrived there by private vehicle, police said. The victim was suffering from a gunshot wound to the left cheek area of his face. He was described as being stable.

The preliminary investigation indicated that the victim was shot in the 1100 block of B Street and assisting officers found a shooting scene at this location, police said.","0","1","man-30-shot-face"
"730","Man goes to hospital after realizing he's shot","1","400 block of W. 29th St.,","Wilmington","DE","39.759353","-75.536152","400 block of W. 29th St., Wilmington, DE 19801","2017-02-12","17:10:00","SH","0","1","0","0","A 25-year-old man was injured Sunday when gunfire erupted, hitting him in the hand and groin area, police said.

Officers were called about 5:10 p.m. to the 400 block of W. 29th St. for reports of shots fired. Arriving officers found a shooting scene, but no victim. 

Minutes later, a man arrived at Wilmington Hospital in a private vehicle with gunshot wounds, police said. He told officers he was walking in the area when gunfire broke out, police said. When he realized he was hit, he went to the hospital for further medical treatment.","0","1","man-goes-hospital-after-realizing-hes-shot"
"731","Man grazed in the head by bullet","1","400 block of Delamore Place ","Wilmington","DE","39.747337","-75.567027","400 block of Delamore Place, Wilmington, DE 19805","2017-02-16","01:30:00","SH","0","1","0","0","A 38-year-old man was hospitalized Thursday after he was grazed in the head by a bullet, an official said.

Police were alerted to the gunfire by the city's Shot Spotter technology just before 1:30 a.m. in the 400 block of Delamore Place, an official said.

Police arrived at the scene, but were unable to find a victim.  A few minutes later, authorities, who were contacted by staff at St. Francis Hospital, were told that the victim had arrived there with a graze wound to his forehead, an official said.","0","1","man-grazed-head-bullet"
"732","Man wounded following shooting outside Wilmington store","0","942 Bennett Street","Wilmington","DE","39.742139","-75.539769"," 942 Bennett Street, Wilmington, DE 19801","2017-02-16","19:35:00","SH","0","1","0","0","A 20-year-old man who was standing inside a Wilmington corner store Thursday night told police he heard gunfire, but didn't realize he'd been hit by a bullet.

The man was taken by a friend to Wilmington Hospital where he was treated for a gunshot wound to his left elbow, said Sgt. Andrea Janvier, a Wilmington police spokeswoman. The victim was reported to be in stable condition.

Arriving officers responding to a burglary alarm at the M&A Market store, located at 942 Bennett Street, about 7:35 p.m. were informed of a shooting outside the East Side neighborhood business. A short time later, officers were notified that a gunshot victim had arrived at Wilmington Hospital with an elbow wound.","0","1","man-wounded-following-shooting-outside-wilmington-"
"733","Man shot in shoulder, buttocks","1","2000 block of N. Locust St.","Wilmington","DE","39.747644","-75.533916","2000 block of N. Locust St., Wilmington, DE 19802","2017-02-20","16:34:00","SH","0","1","0","0","A 29-year-old man was found shot near the corner of Vandever Avenue and North Locust Street in Wilmington at around 4:30 p.m. Monday.

Police were responding to a call of shots fired when they located him in the 800 block of Vandever Avenue suffering from gunshot wounds on his shoulder and buttocks. He was treated on the scene by paramedics and transported to the Christiana Hospital Emergency Room in fair condition.","0","1","man-shot-shoulder-buttocks-wilmington"
"734","Two fatally shot Tuesday","1","2200 block of N. Market St.","Wilmington","DE","39.752574","-75.539483","2200 block of N. Market St., Wilmington, DE 19802","2017-02-21","10:55:00","SH","1","2","2","0","A 23-year-old man was fatally shot and another was man critically wounded when gunfire erupted in the 2200 block of N. Market Street, according police.

Officers called to reports of shots fired in the area found a man on the sidewalk with a gunshot wound to the head, police said. Ainsley Cumberbatch Jr. was pronounced dead at the scene.

A second 23-year-old was found with a gunshot wound to his right arm and chest areas, police said. He was treated on scene by New Castle County paramedics and taken to Christiana Hospital in critical condition.

Jamiel Congo died later in the hospital. ","1","0","two-shot-one-fatally"
"735","Double shooting kills man ","1","600 block of E. 23rd St.","Wilmington","DE","39.750995","-75.535170","600 block of E. 23rd St., Wilmington, DE 19802","2017-02-23","20:00:00","SH","1","2","1","0","A 38-year-old man was killed in a double shooting in Wilmington's East Side Thursday night.

Police were called to the 600 block of East 23rd Street around 8 p.m. Thursday.

They found Keevan Hale on a porch suffering from several gunshots to the torso.  He later died at Christiana Hospital.

The other man, 21-year-old Kashiem Thomas, was shot in the back by a single bullet. Thomas has been charged with Hale's murder. ","1","0","double-shooting-kills-man"
"736","Man, 22, critically wounded","1","900 block of E. 17th St.","Wilmington","DE","39.746836","-75.534637","900 block of E. 17th St., Wilmington, DE 19802","2017-02-28","05:50:00","SH","0","1","0","0","A 22-year-old man was injured in a shooting Tuesday morning, according to city police.

Officers were called about 5:50 a.m. to the 900 block of E. 17th St. after Shot Spotter, gunfire-detecting technology, notified police of shots fired in the area. 

As officers arrived, they were directed to an injured man in the 900 block of Vandever Ave. where he was found with gunshot wounds to the right leg and upper torso areas. He was treated on scene by paramedics and taken to Christiana Hospital in critical condition.","0","1","man-22-critically-wounded"
"737","Police investigate fatal shooting in Browntown","1","900 Block of Marshall St. ","Wilmington","DE","39.735773","-75.567241","900 block of Marshall St., Wilmington, DE 19805","2017-03-08","20:50:00","SH","1","1","1","0","A shooting Wednesday night in Wilmington's Browntown area has killed one man.

The shooting was reported at about 8:50 p.m. in the area of Cedar and Marshall streets. The victim, a 39-year-old man, was found in the 900 block of Marshal St. with an apparent gunshot wound to the head.

Paramedics rushed him to Christiana Hospital where he was pronounced dead.","0","1","wilmington-police-investigate-fatal-shooting-brown"
"738","20-year-old shot in hand","1","1000 block of Lombard St.","Wilmington","DE","39.743493","-75.542499","1000 N. Lombard St., Wilmington, DE 19801","2017-03-08","21:35:00","SH","0","1","0","0","A 20-year-old man was hospitalized following a shooting Wednesday night.

Police responded to the 1000 block of Lombard St. at about 9:35 p.m. following a report of shots fired.

No victim was found at the scene.  Soon afterwards, police were informed that the victim had arrived at Wilmington Hospital with a gunshot wound to his right hand.

He was listed in stable condition.","0","1","20-year-old-shot-hand-listed-stable-condition"
"739","Man, 35, grazed in head","1","1000 block of W. 7th St.","Wilmington","DE","39.746409","-75.559469","1000 block of W. 7th St., Wilmington, DE 19805","2017-03-12","17:45:00","SH","0","1","0","0","A 35-year-old man was grazed in the head by a bullet early Sunday evening.

Officers were called about 5:45 p.m. to the 1000 block of W. 7th St. after Shot Spotter notified them of gunfire in the area, police said.

Those arriving to the block were directed to the home where the man was located. He had a graze wound to his head from the bullet.","0","1","man-35-grazed-head"
"740","Police probe shooting at apartment","1","500 block of Mulberry Run","Wilmington","DE","39.738973","-75.547198","500 block of Mulberry Run, Wilmington, DE 19801","2017-03-22","21:45:00","SH","0","1","0","0","Wilmington police were on the scene Wednesday night of a shooting in the area of E. Fourth and N. Pine streets at the Bethel Villa Apartments.

Police responded to the scene about 9:45 p.m. because of a Shot Spotter notification of gunfire and found a 24-year-old man in the 500 block of Mulberry Run, police said. The man had been struck in the hip area.

The man was treated at the scene and taken to Christiana Hospital in good condition, police said.","0","1","police-probe-shooting-apartment"
"741","17-year-old boy shot on Eastside ","1","Sixth and Pine streets ","Wilmington","DE","39.739365","-75.544102","Sixth and Pine streets, Wilmington, DE 19801","2017-03-23","20:30:00","SH","0","1","0","0","A 17-year-old boy was shot in Thursday night, according to the Wilmington Police Department.

Police officers were alerted to the shooting at Sixth and Pine streets at about 8:30 p.m. by a Shot Spotter report of gunfire, police said. They found the teen in the 600 block of Pine Street with a gunshot wound to his abdomen and left foot, police said.

The teen was treated at the scene by New Castle County Paramedics and taken to Christiana Hospital in stable condition, according to police.","0","1","17-year-old-boy-shot-eastside"
"742","Two 23-year-old men shot","1","800 block of Vandever Ave.","Wilmington","DE","39.747913","-75.535086","800 block of Vandever Ave., Wilmington, DE 19802","2017-03-24","18:30:00","SH","0","2","0","0","Two 23-year-old men were shot Friday night, according to city police.

Officers responded to a shooting report about 6:30 p.m. in the 800 block of Vandever Ave. Once there, officers found two victims: one with apparent gunshot wounds to his arm and abdominal areas and the other with an apparent gunshot wound to his leg.

Both victims were treated at the scene by New Castle County Paramedics and transported to area hospitals in stable condition.

The suspect is a black man about 18 years old who fled on foot, police said. ","0","0","two-23-year-old-men-shot"
"743","Man, 19, shot after being robbed","1","200 block of W. Seventh St., ","Wilmington","DE","39.743177","-75.551057","200 block of W. Seventh St., Wilmington, DE 19801","2017-03-25","00:50:00","SH","0","1","0","0","Officers responding to the 200 block of W. Seventh St. early Saturday found a 19-year-old man inside a residence with a gunshot wound to his left leg. 

According to the preliminary investigation, three males approached the victim at about 12:50 a.m. in the 200 block of W. Seventh St. and demanded his belongings before shooting him. 

The victim was taken to Christiana Hospital in good condition, police said. ","0","0","man-19-shot-after-being-robbed"
